url,source,status
"http://results.ryct.org.au/ccharbour2223/","year-variant-of:http://results.ryct.org.au/ccharbour23/",404
"http://cycsa.com.au/results/2020-21/index.htm","year-variant-of:http://cycsa.com.au/results/2017/index.htm",404
"https://www.topyacht.net.au/results/rycv/2526/winter/index-winter.htm","year-variant-of-flip:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/rmys/2024_2025/awkr22/index.htm","year-variant-of:https://www.topyacht.net.au/results/rmys/2022/awkr22/index.htm",404
"https://www.mhyc.com.au/files/results/2023-24/champsregattas/index.htm","year-variant-of:https://www.mhyc.com.au/files/results/2020/champsregattas/index.htm",500
"https://www.topyacht.net.au/results/botanybay/2022-2023/club_series/","year-variant-of:https://www.topyacht.net.au/results/botanybay/2022/club_series/",404
"http://results.ryct.org.au/channel22/","seed",200
"http://cycsa.com.au/results/2425/index.htm","year-variant-of:http://cycsa.com.au/results/2017/index.htm",404
"https://www.topyacht.net.au/results/rycv/26/summer/index-summer.htm","year-variant-of:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/orwa/2025/index.htm","year-variant-of:https://www.topyacht.net.au/results/orwa/2022/index.htm",404
"https://www.topyacht.net.au/results/cyaa/2024_2025/summer/index.htm","year-variant-of-flip:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2025_2026_2025/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",404
"https://www.topyacht.net.au/results/ncyc/2024-25/sf2024-25/index.htm","year-variant-of:https://www.topyacht.net.au/results/ncyc/2022/sf2022/index.htm",404
"https://topyacht.net.au/results/rgyc/2025-26_keel_boat_club_series/","year-variant-of:https://topyacht.net.au/results/rgyc/2025-2026_keel_boat_club_series/",404
"http://results.ryct.org.au/bruny23/","seed",200
"https://www.lmycraceresults.com.au/results/2025/tyregattas/","seed",200
"https://www.raceresults.rmyctoronto.com.au/results/2627/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://topyacht.net.au/results/rgyc/2025-2021-2022_keel_boat_club_series/","year-variant-of:https://topyacht.net.au/results/rgyc/2025-2026_keel_boat_club_series/",404
"http://results.ryct.org.au/drgstates22/","seed",200
"http://results.ryct.org.au/ccharbour2021-22/","year-variant-of:http://results.ryct.org.au/ccharbour23/",404
"https://topyacht.net.au/results/rgyc/2026-2027-2026_keel_boat_club_series/","year-variant-of:https://topyacht.net.au/results/rgyc/2025-2026_keel_boat_club_series/",404
"https://www.topyacht.net.au/results/gryc/2025-2026/club/Winter2025-2026/series.htm","year-variant-of:https://www.topyacht.net.au/results/gryc/2025/club/Winter2025/series.htm",404
"https://www.topyacht.net.au/results/cyaa/2023/winter/index.htm","year-variant-of:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://topyacht.net.au/results/richmond_nz/2024_2025/club_season/index.htm","year-variant-of:https://topyacht.net.au/results/richmond_nz/2021/club_season/index.htm",404
"http://results.ryct.org.au/cclong2025/","year-variant-of:http://results.ryct.org.au/cclong23/",404
"https://www.raceresults.rmyctoronto.com.au/results/2025_2026/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",200
"https://www.mhyc.com.au/files/results/2023/club/index.htm","year-variant-of:https://www.mhyc.com.au/files/results/2021/club/index.htm",500
"https://topyacht.net.au/results/rgyc/2020_2021_keel_boat_club_series/","year-variant-of:https://topyacht.net.au/results/rgyc/2025-2026_keel_boat_club_series/",404
"https://www.topyacht.net.au/results/rycv/2022/winter/index-winter.htm","season-flip-of:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",200
"https://www.raceresults.rmyctoronto.com.au/results/2021_21/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://cyca.com.au/results/21/bwps_1920/index.htm","year-variant-of:https://cyca.com.au/results/2019/bwps_1920/index.htm",404
"https://www.topyacht.net.au/results/rmys/2024-25/awkr22/index.htm","year-variant-of:https://www.topyacht.net.au/results/rmys/2022/awkr22/index.htm",404
"https://www.topyacht.net.au/results/pmyc/2021/club/index.htm","year-variant-of:https://www.topyacht.net.au/results/pmyc/2022/club/index.htm",200
"https://www.topyacht.net.au/results/orwa/2022/index.htm","seed",200
"https://www.topyacht.net.au/results/cyaa/2025/winter/index.htm","year-variant-of:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://www.topyacht.net.au/results/rycv/2026-2027/winter/index-winter.htm","year-variant-of-flip:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/cyaa/24/winter/index.htm","year-variant-of:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2023-24/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2021_2023-24/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://www.topyacht.net.au/results/rmys/202026-27/awkr2026-27/index.htm","year-variant-of:https://www.topyacht.net.au/results/rmys/2022/awkr22/index.htm",404
"https://www.topyacht.net.au/results/rmys/24/awkr22/index.htm","year-variant-of:https://www.topyacht.net.au/results/rmys/2022/awkr22/index.htm",404
"https://www.lmycraceresults.com.au/results/2026-2027/tyregattas/","year-variant-of:https://www.lmycraceresults.com.au/results/2025/tyregattas/",404
"https://topyacht.net.au/results/rsays/2022_2023/vxonestate/index.htm","year-variant-of:https://topyacht.net.au/results/rsays/2022/vxonestate/index.htm",404
"https://cyca.com.au/results/2022_2023/bwps_1920/index.htm","year-variant-of:https://cyca.com.au/results/2019/bwps_1920/index.htm",404
"https://topyacht.net.au/results/rgyc/2025-2026-2027_keel_boat_club_series/","year-variant-of:https://topyacht.net.au/results/rgyc/2025-2026_keel_boat_club_series/",404
"https://www.topyacht.net.au/results/rycv/2023_2024/winter/index-winter.htm","year-variant-of-flip:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/cyaa/2020-21/summer/index.htm","year-variant-of-flip:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://www.topyacht.net.au/results/balmainsc/2022-2023/kb/index.htm","year-variant-of:https://www.topyacht.net.au/results/balmainsc/2022/kb/index.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2022_2023_2025/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",404
"http://cycsa.com.au/results/2020/index.htm","year-variant-of:http://cycsa.com.au/results/2017/index.htm",404
"http://results.ryct.org.au/ccharbour2020_2021/","year-variant-of:http://results.ryct.org.au/ccharbour23/",404
"https://www.topyacht.net.au/results/npc/2526/npcl/index.htm","year-variant-of:https://www.topyacht.net.au/results/npc/2020/npcl/index.htm",404
"https://www.topyacht.net.au/results/orwa/2020/index.htm","year-variant-of:https://www.topyacht.net.au/results/orwa/2022/index.htm",404
"https://www.lmycraceresults.com.au/results/2022-23/tyregattas/","year-variant-of:https://www.lmycraceresults.com.au/results/2025/tyregattas/",404
"https://cyca.com.au/results/2526/bwps_1920/index.htm","year-variant-of:https://cyca.com.au/results/2019/bwps_1920/index.htm",404
"http://cycsa.com.au/results/2021_2022/index.htm","year-variant-of:http://cycsa.com.au/results/2017/index.htm",404
"https://cyca.com.au/results/23/bwps_1920/index.htm","year-variant-of:https://cyca.com.au/results/2019/bwps_1920/index.htm",404
"https://www.topyacht.net.au/results/rycv/2025-2026/summer/index-summer.htm","year-variant-of:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/balmainsc/23/kb/index.htm","year-variant-of:https://www.topyacht.net.au/results/balmainsc/2022/kb/index.htm",404
"http://results.ryct.org.au/channel2022_2023/","year-variant-of:http://results.ryct.org.au/channel22/",404
"https://www.topyacht.net.au/results/rycv/2021-22/winter/index-winter.htm","year-variant-of-flip:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2020_2021_2025/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",404
"http://cycsa.com.au/results/2026-27/index.htm","year-variant-of:http://cycsa.com.au/results/2017/index.htm",404
"https://www.topyacht.net.au/results/ncyc/2021-2022/sf2021-2022/index.htm","year-variant-of:https://www.topyacht.net.au/results/ncyc/2022/sf2022/index.htm",404
"https://www.topyacht.net.au/results/botanybay/23/club_series/","year-variant-of:https://www.topyacht.net.au/results/botanybay/2022/club_series/",404
"https://www.raceresults.rmyctoronto.com.au/results/2025/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://topyacht.net.au/results/richmond_nz/2026_2027/club_season/index.htm","year-variant-of:https://topyacht.net.au/results/richmond_nz/2021/club_season/index.htm",404
"https://www.topyacht.net.au/results/rmys/202024/awkr2024/index.htm","year-variant-of:https://www.topyacht.net.au/results/rmys/2022/awkr22/index.htm",404
"https://www.topyacht.net.au/results/gryc/20/club/Summer20/series.htm","year-variant-of-flip:https://www.topyacht.net.au/results/gryc/2025/club/Winter2025/series.htm",404
"https://www.topyacht.net.au/results/rycv/24/summer/index-summer.htm","year-variant-of:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/20/sailsandy/index.htm","year-variant-of:https://www.topyacht.net.au/results/2025/sailsandy/index.htm",404
"https://cyca.com.au/results/2019/bwps_1920/index.htm","seed",200
"http://results.ryct.org.au/bruny24/","year-variant-of:http://results.ryct.org.au/bruny23/",404
"https://www.topyacht.net.au/results/ncyc/2324/sf2324/index.htm","year-variant-of:https://www.topyacht.net.au/results/ncyc/2022/sf2022/index.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/23/regattaindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2021_2022/regattaindex.htm",404
"https://topyacht.net.au/results/cycsa/2020/club/index.htm","year-variant-of:https://topyacht.net.au/results/cycsa/2022/club/index.htm",200
"https://www.topyacht.net.au/results/rycv/2024_2025/winter/index-winter.htm","year-variant-of-flip:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.topyacht.net.au/results/cyaa/2021_2022/winter/index.htm","year-variant-of:https://www.topyacht.net.au/results/cyaa/2022/winter/index.htm",404
"https://topyacht.net.au/results/richmond_nz/2022-2023/club_season/index.htm","year-variant-of:https://topyacht.net.au/results/richmond_nz/2021/club_season/index.htm",404
"http://results.ryct.org.au/bruny2020_2021/","year-variant-of:http://results.ryct.org.au/bruny23/",404
"http://cycsa.com.au/results/2017/index.htm","seed",200
"https://www.topyacht.net.au/results/npc/2022/npcl/index.htm","year-variant-of:https://www.topyacht.net.au/results/npc/2020/npcl/index.htm",404
"https://www.topyacht.net.au/results/gryc/2022-23/club/Summer2022-23/series.htm","year-variant-of-flip:https://www.topyacht.net.au/results/gryc/2025/club/Winter2025/series.htm",404
"https://www.raceresults.rmyctoronto.com.au/results/2223_2025/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",404
"https://www.topyacht.net.au/results/rycv/2023-24/summer/index-summer.htm","year-variant-of:https://www.topyacht.net.au/results/rycv/2022/summer/index-summer.htm",404
"https://www.mhyc.com.au/files/results/2324/club/index.htm","year-variant-of:https://www.mhyc.com.au/files/results/2021/club/index.htm",500
"https://www.raceresults.rmyctoronto.com.au/results/2024-2025_2025/hcwindex.htm","year-variant-of:https://www.raceresults.rmyctoronto.com.au/results/2024_2025/hcwindex.htm",404
